timestamp,funding_rate,long_short_ratio,taker_volume_ratio,fear_greed_score
2025-05-05 19:07:54.823402,1.1917999999999997e-05,0.9228,1,49.0379795
2025-05-05 19:11:47.711051,1.1917999999999997e-05,0.92308,1,49.0414795
2025-05-07 12:56:24.141666,1.6735999999999997e-05,0.6187199999999999,1,47.504184
2025-05-07 19:00:46.697049,1.5419999999999998e-05,0.62242,1,47.503855
2025-05-07 19:02:48.893820,1.5419999999999998e-05,0.62222,1,47.503855
2025-05-07 19:05:41.223373,1.5419999999999998e-05,0.62222,1,47.503855
2025-05-07 19:06:20.446629,1.5419999999999998e-05,0.62222,1,47.503855
2025-05-07 19:40:51.799037,1.5419999999999998e-05,0.6251800000000001,1,47.503855
2025-05-08 18:46:45.102305,2.7898000000000003e-05,0.53072,1,47.5069745
2025-05-09 17:13:47.510756,6.9428e-05,0.61452,1,47.517357000000004
2025-05-29 19:09:38.978350,4.3818000000000006e-05,1.11964,1,51.506454500000004
2025-05-29 19:15:07.590975,4.3818000000000006e-05,1.1189200000000001,1,51.4974545
2025-06-02 13:12:14.722295,2.1642e-05,1.30758,1,52.505410499999996
2025-06-03 01:01:06.273670,3.708e-05,1.02136,1,50.276270000000004
2025-06-03 01:22:18.970533,3.708e-05,1.00886,1,50.120020000000004
2025-06-04 00:11:51.334380,3.9965999999999996e-05,0.92078,1,49.0197415
